"//Set of 6 Gold Standards described in Torvik VI, Smalheiser NR. A quantitative model for linking two disparate sets of articles in Medline. Bioinformatics 2007; 23(13): 1658-1665. This paper has supplemental files. http://dx.doi.org/10.1093/bioinformatics/btm161",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"//target is written as -2 = negative, -1 = unknown, 0 = target, 1= fragment of target, 2 = adjective of target, 3 = target but too general to be useful",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"//some missing values annotated by 99999 (MeSH), 0.9999 (cohesion), or 9999 (year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrowsmith search,A-lit size,C-lit size,B-term,target,nA,nC,nof MeSH in common,nof semantic categories,cohesion score,n in MEDLINE,1st year in MEDLINE,pAC,on medium stoplist?,on long stoplist?,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,normal pathologic,-1,1,1,0,2,0.0640569,962,1949,0.050190666,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,not,-1,61,27,58,0,0.058241,145400,1902,1.19E-05,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,not accompanied,-1,1,1,0,0,0.0649573,113,1966,0.000850932,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,not alter,-1,2,1,1,0,0.0678663,1090,1958,0.00811595,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,not associated,-1,2,1,0,0,0.111312,1867,1951,0.033073944,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,not influence,-1,1,1,0,0,0.0594876,718,1951,0.029647132,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,not require,-1,1,1,0,0,0.0872998,784,1951,0.034790347,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,not required,-1,2,1,0,0,0.102083,1251,1966,0.011745033,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,novel,-1,88,66,138,1,0.102314,73649,1949,0,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,novel ca2,-1,3,1,1,0,0.135057,91,1983,5.22E-08,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,novel cell,-1,1,1,99999,2,0.122128,257,1973,0.004248723,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,novel family,-1,3,3,6,0,0.187605,353,1981,6.18E-09,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,novel human,-1,1,1,2,0,0.248291,1169,1974,0.070544468,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,novel isoform,-1,2,1,3,0,0.262424,170,1986,3.96E-05,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,novel mechanism,-1,1,1,99999,2,0.0945201,958,1961,0.049821818,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nr2,0,2,4,4,1,0.16875,30,1975,2.55E-15,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nr2 subunit,0,2,3,4,1,0.182741,19,1992,1.43E-13,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nr2b,0,2,17,7,1,0.201764,167,1992,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nr2b subunit,-1,1,6,2,1,0.208889,62,1993,6.66E-16,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nuclear,-1,30,5,17,2,0.129423,50817,1949,0.000537276,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nuclear localization,-1,1,1,3,2,0.205476,1135,1967,0.067040432,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nucleic acid,-1,2,1,0,1,0.167201,12519,1949,0.840990173,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nucleotide,-1,13,12,15,2,0.143769,33230,1949,0.000961955,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nucleus,-1,4,107,24,2,0.148204,28287,1949,0,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nucleus rat,-1,1,10,1,2,0.203689,1420,1960,1.31E-11,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,null,-1,2,1,2,2,0.125957,2093,1951,0.043870186,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,number,-2,1,39,99999,2,0.0544085,21339,1934,4.44E-16,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,nutritional,-1,1,1,0,5,0.162936,18977,1949,0.992863877,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,obsessive compulsive disorder,-1,1,1,1,1,0.211887,2130,1965,0.187084723,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,occur,-2,9,2,3,0,0.0691008,4594,1933,1.83E-06,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,occurrence,-1,1,4,0,1,0.0561915,22588,1938,0.919298418,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,occurring,-1,3,1,0,0,0.0471804,10762,1934,0.563402867,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,octopus,-1,1,1,0,2,0.130463,705,1950,0.028673076,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,ocular,-1,3,1,0,1,0.126341,24314,1949,0.978786895,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,old,-1,5,3,6,1,0.0767651,50915,1913,0.998328599,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,old rat,-1,1,1,1,2,0.166163,1230,1954,0.076975915,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,olfactory,-1,1,19,2,1,0.184044,9040,1949,5.34E-10,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oligodendroglial,-1,1,1,1,0,0.200111,349,1955,0.007660818,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oligomerization,-1,1,2,1,0,0.164409,977,1972,0.006026984,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,one,-1,3,3,2,2,0.0472629,44613,1928,0.999042677,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,onset,-2,8,6,8,1,0.0902566,20839,1934,0.026456626,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,ontogeny,-1,1,3,1,1,0.140993,4899,1950,0.110900072,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oocyte,-1,3,1,1,2,0.181556,12813,1950,0.697076737,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,opening,-1,1,2,0,1,0.0624235,4810,1933,0.264198328,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,opossum,-1,1,1,1,1,0.112358,1658,1949,0.126459919,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,optic,-1,11,20,13,1,0.166062,17409,1949,2.94E-12,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,optic lobe,-1,2,1,1,0,0.167973,253,1950,0.000127662,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,optic nerve,-1,3,3,3,2,0.179544,5664,1949,0.020315088,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,or,-1,30,17,29,0,0.046886,180513,1902,0.995473371,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oral,-1,1,2,0,1,0.0929436,91067,1942,1,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,order,-2,2,3,0,0,0.0483643,9693,1928,0.291323571,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,organ,-1,9,14,7,3,0.100102,45331,1903,0.086112322,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,organelle,-1,2,3,3,1,0.167316,2078,1952,0.00118973,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,organization,-1,4,58,17,3,0.0827537,40285,1949,0,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,organotypic,-1,3,9,9,0,0.188329,955,1954,5.77E-15,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,organotypic hippocampal,-1,2,3,4,0,0.255872,99,1984,5.34E-10,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,organotypic hippocampal culture,-1,1,1,3,3,0.275184,35,1987,8.32E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,organotypic hippocampal slice,-1,1,2,3,0,0.254821,59,1989,1.71E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,organotypic rat hippocampal,-1,1,1,1,1,0.280488,8,1991,4.38E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,origin,-1,6,4,1,2,0.0582744,44036,1902,0.96272479,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oscillation,-1,1,4,1,0,0.127279,4654,1949,0.031092098,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,osteoblast,-1,4,1,1,2,0.209427,3500,1951,0.010523502,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,osteoclast,-1,1,1,99999,1,0.203367,2567,1949,0.245960653,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,outcome,-1,2,1,0,1,0.159789,60814,1903,0.999999954,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,outer,-1,2,4,3,1,0.16059,8549,1949,0.10143444,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,ovariectomy,-1,1,2,2,1,0.249522,1541,1950,0.020298537,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,ovary,-1,8,1,99999,1,0.169206,18228,1903,0.238680788,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,overexpressing,-1,4,1,4,0,0.111314,1161,1986,8.56E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,overexpression,-1,10,5,4,1,0.141227,7034,1977,1.16E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,overlapping,-1,1,2,99999,0,0.11626,1853,1951,0.032456819,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,overview,-1,1,1,0,1,0.054346,15155,1951,0.975806234,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,ovine,-1,8,1,2,1,0.116544,6087,1950,0.000555872,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oxidase,-1,1,3,1,3,0.143513,23234,1949,0.971928556,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oxide,-1,24,24,50,1,0.161884,41763,1949,2.74E-11,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oxygen,-1,8,1,5,2,0.140518,50144,1949,0.994954019,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oxygen glucose,-1,4,1,4,5,0.239988,331,1950,2.08E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oxygen glucose deprivation,-1,3,1,3,6,0.279941,158,1974,4.65E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,oxytocin,-1,1,3,1,5,0.159861,7114,1950,0.271318104,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,p2,-1,1,1,0,9,0.137775,1165,1950,0.070129163,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,p35,0,13,1,10,1,0.186225,246,1970,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,p38,-1,1,1,4,0,0.289351,2015,1953,0.171921354,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,p39,0,2,1,7,0,0.130106,57,1950,1.54E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,p53,-1,16,2,2,0,0.20458,13714,1970,6.64E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,p53 protein,-1,3,1,99999,4,0.207488,1351,1982,0.001753289,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,p75,-1,2,1,2,0,0.182382,598,1971,0.001532982,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pain,-1,1,7,99999,1,0.158645,63600,1932,0.999934033,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,paired,-1,2,5,0,0,0.0994989,3008,1949,0.00016026,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pak,-1,1,1,3,5,0.149765,270,1950,0.004674528,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,par-4,-1,1,1,0,1,0.224964,53,1988,0.000189978,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,parallel,-1,4,14,4,1,0.0515339,6057,1950,3.86E-11,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,parameter,-2,2,3,1,1,0.060368,29581,1949,0.984385177,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,parietal,-1,1,1,0,1,0.132963,4492,1949,0.495148477,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,parkin,-1,1,1,3,1,0.281597,227,1977,0.003339145,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,parkinson,-1,5,10,11,2,0.171583,16482,1949,0.00164245,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,parkinson disease,-1,5,9,11,1,0.16456,13196,1949,0.000559485,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,parkinsonism,-1,1,3,1,1,0.203027,4130,1949,0.06932202,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,paroxysmal,-1,1,3,0,1,0.188984,6589,1949,0.229511133,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,part,-1,3,4,1,1,0.0353161,51121,1902,0.999452047,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,partial,-1,16,2,6,1,0.0776222,38223,1938,0.183655986,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,partial purification,-1,3,1,1,0,0.162958,2839,1949,0.02227456,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,partial purification a,-1,2,1,1,0,0.148582,280,1950,0.000171766,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,partially,-1,4,4,1,1,0.0628936,5699,1949,0.001529115,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,participate,-1,6,1,2,0,0.0726257,1898,1950,9.10E-06,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,participation,-2,9,1,0,1,0.0517163,10052,1933,0.005038816,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,parvalbumin,-1,1,4,1,3,0.241447,931,1968,3.04E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,parvalbumin immunoreactive,-1,1,1,99999,4,0.311558,94,1985,0.000591594,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,patch,-1,1,2,1,2,0.115327,6748,1937,0.455691184,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pathogenesis,-1,10,1,1,2,0.059846,39193,1949,0.855652778,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pathogenic,-1,5,1,0,1,0.0855705,10183,1949,0.179987251,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pathologic,-1,3,1,1,1,0.0984764,14065,1934,0.76280926,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pathological,-1,4,1,1,1,0.077186,24786,1937,0.950680159,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pathology,-1,8,2,1,4,0.0671836,37022,1949,0.875898578,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pathophysiological,-1,1,1,0,1,0.0642037,2655,1950,0.25793767,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pathophysiology,-1,6,2,0,1,0.0653609,9417,1950,0.026207385,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pathway,-1,71,34,94,1,0.0820827,49556,1949,0,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pathway a,-1,1,1,0,0,0.077193,876,1950,0.042484607,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,patient,-1,39,15,22,2,0.0745432,710215,1913,1,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,patient a,-1,1,2,0,1,0.0842591,19771,1943,0.976734757,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,patient parkinson disease,-1,1,2,6,2,0.160948,1229,1954,0.011202824,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pattern,-1,11,13,10,1,0.0496059,79393,1913,0.863083304,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,peak,-1,1,1,0,1,0.102614,4488,1946,0.494681502,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,people,-2,2,1,1,1,0.0934833,22275,1946,0.988657387,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,peptide,-1,47,11,27,2,0.128424,69740,1949,3.57E-08,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,performance,-1,4,1,99999,1,0.0810624,61406,1946,0.999998207,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,period,-1,4,4,0,2,0.0641092,32923,1903,0.918387759,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,peripheral,-1,11,10,19,1,0.0803757,68138,1949,0.8258908,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,peripheral nerve,-1,9,3,10,0,0.190166,7147,1949,2.18E-05,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,peroxynitrite,-1,2,1,0,2,0.209721,1327,1990,0.013732777,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,peroxynitrite induce,-1,1,1,0,2,0.162996,17,1994,1.97E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,persistent,-1,4,7,5,1,0.0631097,14333,1902,0.020144092,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,perspective,-1,4,2,0,0,0.0569807,38400,1949,0.9952176,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,perturb,-1,1,1,0,0,0.0812403,268,1975,0.004607787,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phage display,-1,2,1,4,2,0.262999,834,1982,0.003898166,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pharmacology,-1,1,2,0,2,0.0873588,13697,1949,0.881165204,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pharmacotherapy,-1,1,1,0,2,0.12619,2809,1950,0.2789063,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phase,-1,9,5,2,2,0.0775291,66551,1937,0.992214377,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phenotype,-1,11,4,6,2,0.102992,17678,1950,0.003144048,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phenotypic,-1,6,1,2,0,0.107788,6702,1951,0.01366653,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphatase,-1,19,15,33,3,0.157654,25347,1949,4.45E-10,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphatase a,-1,2,1,1,3,0.13767,444,1950,0.000654591,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphatase activity,-1,2,1,2,5,0.157925,3913,1949,0.178357864,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphatidylinositol,-1,7,2,3,2,0.173486,4807,1960,0.000100813,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphatidylserine,-1,2,1,2,2,0.155492,1284,1957,0.012586218,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphodiesterase,-1,3,3,5,3,0.20817,5630,1950,0.019797388,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphoinositide,-1,6,2,3,3,0.176155,3018,1956,2.24E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphoinositide 3-kinase,-1,4,1,2,3,0.211889,551,1989,2.48E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phospholipase,-1,11,2,13,3,0.186531,12582,1954,0.001092991,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phospholipase a2,-1,2,1,2,3,0.172727,4803,1967,0.263506087,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phospholipase c,-1,6,1,6,3,0.184595,3559,1954,0.000436617,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphorylate,-1,5,1,3,0,0.189368,702,1961,3.43E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphorylated,-1,9,3,7,0,0.138462,3234,1950,6.02E-09,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphorylation,-1,66,62,120,1,0.144037,25806,1949,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphorylation a,-1,1,2,1,1,0.177412,781,1949,0.003247941,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphorylation modulate,-1,1,1,1,1,0.122661,40,1980,0.000108558,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphorylation protein,-1,4,2,3,5,0.164973,456,1954,2.78E-08,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphorylation regulate,-1,2,1,3,1,0.130775,90,1978,6.01E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphorylation site,-1,3,3,9,3,0.223421,977,1962,2.28E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphorylation state,-1,3,2,4,1,0.117668,243,1964,4.55E-08,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phosphotyrosine,-1,1,1,1,2,0.235239,716,1978,0.029496425,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,photoreceptor,-1,6,6,5,1,0.181878,4444,1950,1.81E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,phylogenetic,-1,1,1,1,1,0.237925,4956,1950,0.547402167,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,physiologic,-1,2,1,0,1,0.0731323,7824,1949,0.553202583,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,physiological,-1,15,8,5,1,0.0658555,28792,1928,0.000693671,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,physiology,-1,2,8,0,2,0.0596856,15712,1949,0.071870186,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pig,-1,17,16,6,2,0.125628,47985,1936,0.000775698,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pig retina,-1,1,1,1,2,0.238938,55,1962,0.000204486,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pigeon,-1,1,1,1,1,0.0999914,5438,1949,0.597532094,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,piperidine,-1,1,1,1,1,0.147208,751,1950,0.032177939,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pituitary,-1,3,1,2,1,0.208393,37941,1938,0.999542758,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pka,-1,2,3,3,3,0.160744,812,1958,1.59E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pkc,-1,11,4,10,3,0.195232,1502,1975,1.11E-16,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,plaque,-1,4,2,5,3,0.105694,12930,1943,0.34665369,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,plasma,-1,41,17,37,1,0.0800286,131143,1949,0.10181003,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,plasma membrane,-1,34,15,33,1,0.130711,11891,1953,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,plasma membrane ca2,-1,4,3,6,1,0.242144,250,1978,1.06E-11,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,plasticity,-1,5,89,19,1,0.156946,5157,1949,0,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,plasticity cell,-1,1,1,3,2,0.17284,19,1985,2.46E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,plasticity excitatory,-1,1,1,1,1,0.291262,22,1975,3.30E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,plate,-1,2,9,1,1,0.110098,10671,1949,0.002586548,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,platelet,-1,164,4,29,3,0.154482,53091,1949,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,platelet activating factor,-1,1,1,1,3,0.172171,4434,1972,0.48835048,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pleckstrin homology domain,-1,1,2,4,4,0.277428,206,1993,6.98E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,polarity,-1,1,3,0,1,0.122899,2525,1950,0.015244922,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,polarization,-1,2,2,2,1,0.0941535,3332,1950,0.036746689,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,polarized,-1,1,2,3,0,0.156031,2242,1950,0.051828808,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,poly,-1,4,1,2,2,0.117701,12702,1949,0.505798348,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,polyglutamine,-1,1,2,4,0,0.211435,398,1977,0.000477499,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,polymorphism,-1,28,2,2,1,0.227326,28060,1950,5.43E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,polypeptide,-1,6,7,9,2,0.127682,16115,1949,0.008447399,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,population,-1,12,9,1,2,0.100354,90355,1940,0.991393084,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,porcine,-1,33,1,1,2,0.0857597,17533,1949,2.61E-14,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,porcine retina,-1,1,1,1,2,0.238095,7,1984,3.35E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,portion,-1,1,1,0,0,0.0632203,4595,1903,0.507077596,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,positional,-1,2,1,0,1,0.118317,2083,1949,0.043359653,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,positive,-1,6,2,3,1,0.0623546,36997,1949,0.962674809,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possess,-1,3,1,0,0,0.0899792,1004,1950,0.000591731,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possible,-1,40,17,39,1,0.0492415,52697,1934,4.35E-12,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possible function,-1,1,1,0,0,0.0794564,431,1950,0.011452404,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possible implication,-1,1,1,0,1,0.0513266,900,1949,0.044586975,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possible involvement,-1,14,1,2,1,0.0813063,2260,1958,2.41E-14,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possible link,-1,1,1,2,3,0.0542804,347,1957,0.007576965,0,1,,,,,,,,,,,,,,
